zil-app  | 
zil-app                 | 2026-05-05T00:12:57.116Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=702117979 avgNanos=702117979
zil-app                 | 2026-05-05T00:13:02.148Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=232 sumNanos=72666143363 avgNanos=313216135
zil-app                 | 2026-05-05T00:13:02.149Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=232 sumNanos=72665058507 avgNanos=313211459
zil-app                 | 2026-05-05T00:13:02.149Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=230 sumNanos=63654847471 avgNanos=276760206
zil-app                 | 2026-05-05T00:13:02.149Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.car.findAll count=230 sumNanos=63653842967 avgNanos=276755838
zil-app                 | 2026-05-05T00:13:02.149Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=476 sumNanos=235762815758 avgNanos=495300033
zil-app                 | 2026-05-05T00:13:02.149Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=476 sumNanos=235753287763 avgNanos=495280016
zil-app                 | 2026-05-05T00:13:02.150Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.CarController.getCars count=485 sumNanos=201671422765 avgNanos=415817366
zil-app                 | 2026-05-05T00:13:02.223Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.car.findAll count=485 sumNanos=201666869406 avgNanos=415807978
zil-app                 | 2026-05-05T00:13:02.224Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.ClientController.getClients count=1 sumNanos=759993745 avgNanos=759993745
zil-app                 | 2026-05-05T00:13:02.225Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countRents count=1 sumNanos=77232537 avgNanos=77232537
zil-app                 | 2026-05-05T00:13:02.226Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=479 sumNanos=236515491620 avgNanos=493769293
zil-app                 | 2026-05-05T00:13:02.244Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.client.findAll count=1 sumNanos=759708475 avgNanos=759708475
zil-app                 | 2026-05-05T00:13:02.244Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=479 sumNanos=236505644510 avgNanos=493748735
zil-app                 | 2026-05-05T00:13:02.244Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countClients count=1 sumNanos=20143329 avgNanos=20143329
zil-app                 | 2026-05-05T00:13:02.244Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countCars count=1 sumNanos=603653144 avgNanos=603653144
zil-app                 | 2026-05-05T00:13:02.245Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=488 sumNanos=202329012512 avgNanos=414608632
zil-app                 | 2026-05-05T00:13:02.245Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=488 sumNanos=202324183898 avgNanos=414598737
zil-app                 | 2026-05-05T00:13:02.245Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=702117979 avgNanos=702117979
zil-app                 | 2026-05-05T00:13:07.316Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=266 sumNanos=64159093973 avgNanos=241199601
zil-app                 | 2026-05-05T00:13:07.317Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=266 sumNanos=64157852702 avgNanos=241194934
zil-app                 | 2026-05-05T00:13:07.320Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=267 sumNanos=64477430145 avgNanos=241488502
zil-app                 | 2026-05-05T00:13:07.323Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.car.findAll count=267 sumNanos=64476110608 avgNanos=241483560
zil-app                 | 2026-05-05T00:13:07.326Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=584 sumNanos=228948520325 avgNanos=392035137
zil-app                 | 2026-05-05T00:13:07.326Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=584 sumNanos=228944212761 avgNanos=392027761
zil-app                 | 2026-05-05T00:13:07.326Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.CarController.getCars count=585 sumNanos=202732596305 avgNanos=346551446
zil-app                 | 2026-05-05T00:13:07.326Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.car.findAll count=585 sumNanos=202729073442 avgNanos=346545424
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.ClientController.getClients count=1 sumNanos=759993745 avgNanos=759993745
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countRents count=1 sumNanos=77232537 avgNanos=77232537
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=622 sumNanos=268371613767 avgNanos=431465616
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.client.findAll count=1 sumNanos=759708475 avgNanos=759708475
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=622 sumNanos=268361081363 avgNanos=431448683
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countClients count=1 sumNanos=20143329 avgNanos=20143329
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countCars count=1 sumNanos=603653144 avgNanos=603653144
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=631 sumNanos=235343317401 avgNanos=372968807
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=631 sumNanos=235337692511 avgNanos=372959893
zil-app                 | 2026-05-05T00:13:07.327Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=702117979 avgNanos=702117979
zil-app                 | 2026-05-05T00:13:12.332Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=291 sumNanos=60758285821 avgNanos=208791360
zil-app                 | 2026-05-05T00:13:12.345Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=291 sumNanos=60752945207 avgNanos=208773007
zil-app                 | 2026-05-05T00:13:12.349Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=294 sumNanos=60662178734 avgNanos=206333941
zil-app                 | 2026-05-05T00:13:12.407Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.car.findAll count=294 sumNanos=60660603079 avgNanos=206328581
zil-app                 | 2026-05-05T00:13:12.408Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=687 sumNanos=216948919951 avgNanos=315791732
zil-app                 | 2026-05-05T00:13:12.410Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=687 sumNanos=216940693248 avgNanos=315779757
zil-app                 | 2026-05-05T00:13:12.413Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.CarController.getCars count=686 sumNanos=192771397226 avgNanos=281007867
zil-app                 | 2026-05-05T00:13:12.421Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.car.findAll count=686 sumNanos=192767681376 avgNanos=281002450
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.ClientController.getClients count=1 sumNanos=759993745 avgNanos=759993745
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countRents count=1 sumNanos=77232537 avgNanos=77232537
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=778 sumNanos=298989085721 avgNanos=384304737
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.client.findAll count=1 sumNanos=759708475 avgNanos=759708475
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=778 sumNanos=298973865025 avgNanos=384285173
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countClients count=1 sumNanos=20143329 avgNanos=20143329
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countCars count=1 sumNanos=603653144 avgNanos=603653144
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=789 sumNanos=264495746467 avgNanos=335229082
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=789 sumNanos=264489316469 avgNanos=335220933
zil-app                 | 2026-05-05T00:13:12.432Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=702117979 avgNanos=702117979
zil-app                 | 2026-05-05T00:13:17.439Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=325 sumNanos=60323870495 avgNanos=185611909
zil-app                 | 2026-05-05T00:13:17.507Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=326 sumNanos=60429084319 avgNanos=185365289
zil-app                 | 2026-05-05T00:13:17.507Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=327 sumNanos=57797359068 avgNanos=176750333
zil-app                 | 2026-05-05T00:13:17.508Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.car.findAll count=327 sumNanos=57794987287 avgNanos=176743080
zil-app                 | 2026-05-05T00:13:17.508Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=790 sumNanos=204679931126 avgNanos=259088520
zil-app                 | 2026-05-05T00:13:17.508Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=791 sumNanos=204782203035 avgNanos=258890269
zil-app                 | 2026-05-05T00:13:17.508Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.CarController.getCars count=788 sumNanos=186308279240 avgNanos=236431826
zil-app                 | 2026-05-05T00:13:17.508Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.car.findAll count=788 sumNanos=186303630357 avgNanos=236425926
zil-app                 | 2026-05-05T00:13:17.513Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.ClientController.getClients count=1 sumNanos=759993745 avgNanos=759993745
zil-app                 | 2026-05-05T00:13:17.513Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countRents count=1 sumNanos=77232537 avgNanos=77232537
zil-app                 | 2026-05-05T00:13:17.513Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=953 sumNanos=330004452615 avgNanos=346279593
zil-app                 | 2026-05-05T00:13:17.514Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.client.findAll count=1 sumNanos=759708475 avgNanos=759708475
zil-app                 | 2026-05-05T00:13:17.514Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=954 sumNanos=330099090353 avgNanos=346015817
zil-app                 | 2026-05-05T00:13:17.514Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countClients count=1 sumNanos=20143329 avgNanos=20143329
zil-app                 | 2026-05-05T00:13:17.514Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countCars count=1 sumNanos=603653144 avgNanos=603653144
zil-app                 | 2026-05-05T00:13:17.515Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=959 sumNanos=293259722795 avgNanos=305797416
zil-app                 | 2026-05-05T00:13:17.516Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=959 sumNanos=293251721330 avgNanos=305789073
zil-app                 | 2026-05-05T00:13:17.517Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=702117979 avgNanos=702117979
zil-app                 | 2026-05-05T00:13:22.530Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=342 sumNanos=61946809168 avgNanos=181131020
zil-app                 | 2026-05-05T00:13:22.530Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=342 sumNanos=61944678215 avgNanos=181124790
zil-app                 | 2026-05-05T00:13:22.530Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=344 sumNanos=60517058595 avgNanos=175921681
zil-app                 | 2026-05-05T00:13:22.530Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.car.findAll count=344 sumNanos=60514760123 avgNanos=175915000
zil-app                 | 2026-05-05T00:13:22.531Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=873 sumNanos=196056542273 avgNanos=224577940
zil-app                 | 2026-05-05T00:13:22.531Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=873 sumNanos=196047951297 avgNanos=224568099
zil-app                 | 2026-05-05T00:13:22.531Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.CarController.getCars count=870 sumNanos=184132341905 avgNanos=211646370
zil-app                 | 2026-05-05T00:13:22.531Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.car.findAll count=870 sumNanos=184127455453 avgNanos=211640753
zil-app                 | 2026-05-05T00:13:22.532Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.ClientController.getClients count=1 sumNanos=759993745 avgNanos=759993745
zil-app                 | 2026-05-05T00:13:22.532Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countRents count=1 sumNanos=77232537 avgNanos=77232537
zil-app                 | 2026-05-05T00:13:22.532Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=1124 sumNanos=361714280755 avgNanos=321809858
zil-app                 | 2026-05-05T00:13:22.532Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.client.findAll count=1 sumNanos=759708475 avgNanos=759708475
zil-app                 | 2026-05-05T00:13:22.532Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=1124 sumNanos=361696911273 avgNanos=321794405
zil-app                 | 2026-05-05T00:13:22.532Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countClients count=1 sumNanos=20143329 avgNanos=20143329
zil-app                 | 2026-05-05T00:13:22.532Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countCars count=1 sumNanos=603653144 avgNanos=603653144
zil-app                 | 2026-05-05T00:13:22.532Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1134 sumNanos=325094839404 avgNanos=286679752
zil-app                 | 2026-05-05T00:13:22.533Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1134 sumNanos=325086106480 avgNanos=286672051
zil-app                 | 2026-05-05T00:13:22.533Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=702117979 avgNanos=702117979
zil-app                 | 2026-05-05T00:13:27.549Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=338 sumNanos=63446268009 avgNanos=187710852
zil-app                 | 2026-05-05T00:13:27.549Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=338 sumNanos=63441009437 avgNanos=187695294
zil-app                 | 2026-05-05T00:13:27.549Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.CarController.getCars count=342 sumNanos=62346502324 avgNanos=182299714
zil-additional-service  | 2026-05-05T00:13:03.159Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.stats count=27 sumNanos=117678 avgNanos=4358
zil-additional-service  | 2026-05-05T00:13:03.159Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.stats count=27 sumNanos=33349773791 avgNanos=1235176807
zil-additional-service  | 2026-05-05T00:13:03.159Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.clients count=1 sumNanos=1977000469 avgNanos=1977000469
zil-additional-service  | 2026-05-05T00:13:03.159Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=504 sumNanos=316065348886 avgNanos=627113787
zil-additional-service  | 2026-05-05T00:13:03.160Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=511 sumNanos=267216326302 avgNanos=522928231
zil-additional-service  | 2026-05-05T00:13:03.160Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability_new count=477 sumNanos=550539537963 avgNanos=1154170939
zil-additional-service  | 2026-05-05T00:13:03.160Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.allCitiesAllDates count=477 sumNanos=155013436 avgNanos=324975
zil-additional-service  | 2026-05-05T00:13:08.161Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.stats count=13 sumNanos=33486 avgNanos=2575
zil-additional-service  | 2026-05-05T00:13:08.164Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.stats count=13 sumNanos=8601324948 avgNanos=661640380
zil-additional-service  | 2026-05-05T00:13:08.164Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=270 sumNanos=91916407735 avgNanos=340431139
zil-additional-service  | 2026-05-05T00:13:08.164Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=268 sumNanos=88701285192 avgNanos=330974944
zil-additional-service  | 2026-05-05T00:13:08.164Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability_new count=257 sumNanos=172362844947 avgNanos=670672548
zil-additional-service  | 2026-05-05T00:13:08.164Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.availability.allCitiesAllDates count=257 sumNanos=57537936 avgNanos=223883
zil-additional-service  | 2026-05-05T00:13:08.164Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.stats count=32 sumNanos=86654 avgNanos=2707
zil-additional-service  | 2026-05-05T00:13:08.164Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.stats count=32 sumNanos=31342767355 avgNanos=979461479
zil-additional-service  | 2026-05-05T00:13:08.164Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=601 sumNanos=303453202376 avgNanos=504913814
zil-additional-service  | 2026-05-05T00:13:08.164Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=595 sumNanos=260417623478 avgNanos=437676678
zil-additional-service  | 2026-05-05T00:13:08.165Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.availability_new count=569 sumNanos=542466536596 avgNanos=953368254
zil-additional-service  | 2026-05-05T00:13:08.165Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.availability.allCitiesAllDates count=569 sumNanos=146916177 avgNanos=258200
zil-additional-service  | 2026-05-05T00:13:08.165Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.stats count=35 sumNanos=139495 avgNanos=3985
zil-additional-service  | 2026-05-05T00:13:08.165Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.stats count=35 sumNanos=38228175455 avgNanos=1092233584
zil-additional-service  | 2026-05-05T00:13:08.165Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.clients count=1 sumNanos=1977000469 avgNanos=1977000469
zil-additional-service  | 2026-05-05T00:13:08.165Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=644 sumNanos=361053372693 avgNanos=560641883
zil-additional-service  | 2026-05-05T00:13:08.165Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=651 sumNanos=312429711968 avgNanos=479922752
zil-additional-service  | 2026-05-05T00:13:08.165Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability_new count=609 sumNanos=635354473344 avgNanos=1043274997
zil-additional-service  | 2026-05-05T00:13:08.165Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.allCitiesAllDates count=609 sumNanos=182369402 avgNanos=299457
zil-additional-service  | 2026-05-05T00:13:12.959Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.additional.service.ClientCacheService  : [client-cache-statistics] Client cache size=1000
zil-additional-service  | 2026-05-05T00:13:13.166Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.stats count=16 sumNanos=43209 avgNanos=2700
zil-additional-service  | 2026-05-05T00:13:13.167Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.stats count=16 sumNanos=10142654902 avgNanos=633915931
zil-additional-service  | 2026-05-05T00:13:13.167Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=299 sumNanos=89346556643 avgNanos=298817915
zil-additional-service  | 2026-05-05T00:13:13.167Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=304 sumNanos=87946665966 avgNanos=289298243
zil-additional-service  | 2026-05-05T00:13:13.167Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability_new count=283 sumNanos=166883973635 avgNanos=589696019
zil-additional-service  | 2026-05-05T00:13:13.167Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.availability.allCitiesAllDates count=283 sumNanos=63902377 avgNanos=225803
zil-additional-service  | 2026-05-05T00:13:13.167Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.stats count=37 sumNanos=101706 avgNanos=2748
zil-additional-service  | 2026-05-05T00:13:13.167Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.stats count=37 sumNanos=31079049675 avgNanos=839974315
zil-additional-service  | 2026-05-05T00:13:13.168Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=704 sumNanos=293306761009 avgNanos=416628921
zil-additional-service  | 2026-05-05T00:13:13.168Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=704 sumNanos=258548230585 avgNanos=367256009
