zil-app  | 
zil-additional-service  | 2026-05-06T18:32:09.412Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.stats count=23 sumNanos=5226240782 avgNanos=227227860
zil-additional-service  | 2026-05-06T18:32:09.412Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:09.412Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=23 sumNanos=2400829640 avgNanos=104383897
zil-additional-service  | 2026-05-06T18:32:09.413Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:14.413Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.stats count=88 sumNanos=202969 avgNanos=2306
zil-additional-service  | 2026-05-06T18:32:14.414Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.stats count=88 sumNanos=8547505550 avgNanos=97130744
zil-additional-service  | 2026-05-06T18:32:14.414Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:14.414Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=88 sumNanos=5719537050 avgNanos=64994739
zil-additional-service  | 2026-05-06T18:32:14.414Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:14.414Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.stats count=88 sumNanos=202969 avgNanos=2306
zil-additional-service  | 2026-05-06T18:32:14.414Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.stats count=88 sumNanos=8547505550 avgNanos=97130744
zil-additional-service  | 2026-05-06T18:32:14.415Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:14.415Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=88 sumNanos=5719537050 avgNanos=64994739
zil-additional-service  | 2026-05-06T18:32:14.415Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:14.415Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.stats count=88 sumNanos=202969 avgNanos=2306
zil-additional-service  | 2026-05-06T18:32:14.415Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.stats count=88 sumNanos=8547505550 avgNanos=97130744
zil-additional-service  | 2026-05-06T18:32:14.416Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:14.416Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=88 sumNanos=5719537050 avgNanos=64994739
zil-additional-service  | 2026-05-06T18:32:14.417Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:19.355Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.additional.service.ClientCacheService  : [client-cache-statistics] Client cache size=48848
zil-additional-service  | 2026-05-06T18:32:19.356Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.additional.service.CarCacheService     : [car-cache-statistics] Car cache size=1000
zil-additional-service  | 2026-05-06T18:32:19.418Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.stats count=131 sumNanos=237253 avgNanos=1811
zil-additional-service  | 2026-05-06T18:32:19.418Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.stats count=131 sumNanos=6273650477 avgNanos=47890461
zil-additional-service  | 2026-05-06T18:32:19.418Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=131 sumNanos=6268244956 avgNanos=47849198
zil-additional-service  | 2026-05-06T18:32:19.418Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.stats count=154 sumNanos=318402 avgNanos=2067
zil-additional-service  | 2026-05-06T18:32:19.418Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.stats count=154 sumNanos=11499891259 avgNanos=74674618
zil-additional-service  | 2026-05-06T18:32:19.419Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:19.419Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=154 sumNanos=8669074596 avgNanos=56292692
zil-additional-service  | 2026-05-06T18:32:19.419Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:19.419Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.stats count=154 sumNanos=318402 avgNanos=2067
zil-additional-service  | 2026-05-06T18:32:19.419Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.stats count=154 sumNanos=11499891259 avgNanos=74674618
zil-additional-service  | 2026-05-06T18:32:19.421Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:19.421Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=154 sumNanos=8669074596 avgNanos=56292692
zil-additional-service  | 2026-05-06T18:32:19.422Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:24.425Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.stats count=130 sumNanos=227681 avgNanos=1751
zil-additional-service  | 2026-05-06T18:32:24.425Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.stats count=130 sumNanos=5751487498 avgNanos=44242211
zil-additional-service  | 2026-05-06T18:32:24.426Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=130 sumNanos=5747288595 avgNanos=44209912
zil-additional-service  | 2026-05-06T18:32:24.426Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.stats count=219 sumNanos=432797 avgNanos=1976
zil-additional-service  | 2026-05-06T18:32:24.426Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.stats count=219 sumNanos=14351451100 avgNanos=65531740
zil-additional-service  | 2026-05-06T18:32:24.426Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:24.426Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=219 sumNanos=11519262524 avgNanos=52599372
zil-additional-service  | 2026-05-06T18:32:24.426Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:24.427Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.stats count=219 sumNanos=432797 avgNanos=1976
zil-additional-service  | 2026-05-06T18:32:24.427Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.stats count=219 sumNanos=14351451100 avgNanos=65531740
zil-additional-service  | 2026-05-06T18:32:24.427Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:24.427Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=219 sumNanos=11519262524 avgNanos=52599372
zil-additional-service  | 2026-05-06T18:32:24.427Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:29.355Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.additional.service.ClientCacheService  : [client-cache-statistics] Client cache size=48848
zil-additional-service  | 2026-05-06T18:32:29.356Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.additional.service.CarCacheService     : [car-cache-statistics] Car cache size=1000
zil-additional-service  | 2026-05-06T18:32:29.429Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.stats count=128 sumNanos=221736 avgNanos=1732
zil-additional-service  | 2026-05-06T18:32:29.430Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.stats count=128 sumNanos=5675904839 avgNanos=44343006
zil-app                 | 2026-05-06T18:32:35.698Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1 sumNanos=110972032 avgNanos=110972032
zil-app                 | 2026-05-06T18:32:35.698Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1 sumNanos=110356988 avgNanos=110356988
zil-app                 | 2026-05-06T18:32:35.698Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=326605277 avgNanos=326605277
zil-app                 | 2026-05-06T18:32:40.698Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=121 sumNanos=4551586706 avgNanos=37616419
zil-app                 | 2026-05-06T18:32:40.699Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=121 sumNanos=4550597658 avgNanos=37608245
zil-app                 | 2026-05-06T18:32:40.699Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=376 sumNanos=14158425210 avgNanos=37655386
zil-app                 | 2026-05-06T18:32:40.699Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=376 sumNanos=14154895460 avgNanos=37645998
zil-app                 | 2026-05-06T18:32:40.699Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.ClientController.getClients count=1 sumNanos=1568186603 avgNanos=1568186603
zil-app                 | 2026-05-06T18:32:40.699Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countRents count=1 sumNanos=18691386 avgNanos=18691386
zil-app                 | 2026-05-06T18:32:40.699Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=416 sumNanos=16297551145 avgNanos=39176805
zil-app                 | 2026-05-06T18:32:40.699Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.client.findAll count=1 sumNanos=1567909620 avgNanos=1567909620
zil-app                 | 2026-05-06T18:32:40.700Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=416 sumNanos=16288157865 avgNanos=39154225
zil-app                 | 2026-05-06T18:32:40.700Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countClients count=1 sumNanos=23015483 avgNanos=23015483
zil-app                 | 2026-05-06T18:32:40.701Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countCars count=1 sumNanos=284016180 avgNanos=284016180
zil-app                 | 2026-05-06T18:32:40.701Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1 sumNanos=110972032 avgNanos=110972032
zil-app                 | 2026-05-06T18:32:40.701Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1 sumNanos=110356988 avgNanos=110356988
zil-app                 | 2026-05-06T18:32:40.701Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=326605277 avgNanos=326605277
zil-app                 | 2026-05-06T18:32:45.702Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=107 sumNanos=3983630815 avgNanos=37230194
zil-app                 | 2026-05-06T18:32:45.702Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=107 sumNanos=3982867674 avgNanos=37223062
zil-app                 | 2026-05-06T18:32:45.702Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=360 sumNanos=13402085325 avgNanos=37228014
zil-app                 | 2026-05-06T18:32:45.702Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=360 sumNanos=13399194003 avgNanos=37219983
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.ClientController.getClients count=1 sumNanos=1568186603 avgNanos=1568186603
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countRents count=1 sumNanos=18691386 avgNanos=18691386
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=465 sumNanos=18109184748 avgNanos=38944483
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.client.findAll count=1 sumNanos=1567909620 avgNanos=1567909620
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=465 sumNanos=18099479051 avgNanos=38923610
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countClients count=1 sumNanos=23015483 avgNanos=23015483
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countCars count=1 sumNanos=284016180 avgNanos=284016180
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1 sumNanos=110972032 avgNanos=110972032
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1 sumNanos=110356988 avgNanos=110356988
zil-additional-service  | 2026-05-06T18:32:29.430Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=128 sumNanos=5673081920 avgNanos=44320952
zil-additional-service  | 2026-05-06T18:32:29.431Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.stats count=282 sumNanos=540138 avgNanos=1915
zil-additional-service  | 2026-05-06T18:32:29.431Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.stats count=282 sumNanos=17175796098 avgNanos=60907078
zil-additional-service  | 2026-05-06T18:32:29.431Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:29.431Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=282 sumNanos=14342156516 avgNanos=50858711
zil-additional-service  | 2026-05-06T18:32:29.431Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:29.431Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.stats count=282 sumNanos=540138 avgNanos=1915
zil-additional-service  | 2026-05-06T18:32:29.431Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.stats count=282 sumNanos=17175796098 avgNanos=60907078
zil-additional-service  | 2026-05-06T18:32:29.432Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:29.432Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=282 sumNanos=14342156516 avgNanos=50858711
zil-additional-service  | 2026-05-06T18:32:29.432Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=1 sumNanos=199756542 avgNanos=199756542
zil-additional-service  | 2026-05-06T18:32:34.432Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.stats count=124 sumNanos=211571 avgNanos=1706
zil-additional-service  | 2026-05-06T18:32:34.433Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.stats count=124 sumNanos=5465859443 avgNanos=44079511
zil-additional-service  | 2026-05-06T18:32:34.433Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=124 sumNanos=5463287858 avgNanos=44058773
zil-additional-service  | 2026-05-06T18:32:34.433Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.stats count=343 sumNanos=644368 avgNanos=1878
zil-additional-service  | 2026-05-06T18:32:34.433Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.stats count=343 sumNanos=19817310543 avgNanos=57776415
zil-additional-service  | 2026-05-06T18:32:34.433Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.clients count=1 sumNanos=2571291234 avgNanos=2571291234
zil-additional-service  | 2026-05-06T18:32:34.433Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=343 sumNanos=16982550382 avgNanos=49511808
zil-app                 | 2026-05-06T18:32:45.703Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=326605277 avgNanos=326605277
zil-app                 | 2026-05-06T18:32:50.704Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=102 sumNanos=3937424153 avgNanos=38602197
zil-app                 | 2026-05-06T18:32:50.704Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=102 sumNanos=3936773157 avgNanos=38595815
zil-app                 | 2026-05-06T18:32:50.704Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=346 sumNanos=13103393967 avgNanos=37871080
zil-app                 | 2026-05-06T18:32:50.704Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=346 sumNanos=13100689385 avgNanos=37863264
zil-app                 | 2026-05-06T18:32:50.704Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.ClientController.getClients count=1 sumNanos=1568186603 avgNanos=1568186603
zil-app                 | 2026-05-06T18:32:50.704Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countRents count=1 sumNanos=18691386 avgNanos=18691386
zil-app                 | 2026-05-06T18:32:50.704Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=518 sumNanos=20234975298 avgNanos=39063658
zil-app                 | 2026-05-06T18:32:50.704Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.client.findAll count=1 sumNanos=1567909620 avgNanos=1567909620
zil-app                 | 2026-05-06T18:32:50.705Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=518 sumNanos=20224931022 avgNanos=39044268
zil-app                 | 2026-05-06T18:32:50.705Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countClients count=1 sumNanos=23015483 avgNanos=23015483
zil-app                 | 2026-05-06T18:32:50.705Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countCars count=1 sumNanos=284016180 avgNanos=284016180
zil-app                 | 2026-05-06T18:32:50.705Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1 sumNanos=110972032 avgNanos=110972032
zil-app                 | 2026-05-06T18:32:50.705Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1 sumNanos=110356988 avgNanos=110356988
zil-app                 | 2026-05-06T18:32:50.705Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=326605277 avgNanos=326605277
zil-app                 | 2026-05-06T18:32:55.705Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=109 sumNanos=4190799008 avgNanos=38447697
zil-app                 | 2026-05-06T18:32:55.706Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=db.rent.findAll count=109 sumNanos=4190078941 avgNanos=38441091
zil-app                 | 2026-05-06T18:32:55.706Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=web.RentController.getRents count=337 sumNanos=12669633153 avgNanos=37595350
zil-app                 | 2026-05-06T18:32:55.706Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=30s category=db.rent.findAll count=337 sumNanos=12666984204 avgNanos=37587490
zil-app                 | 2026-05-06T18:32:55.706Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.ClientController.getClients count=1 sumNanos=1568186603 avgNanos=1568186603
zil-app                 | 2026-05-06T18:32:55.706Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countRents count=1 sumNanos=18691386 avgNanos=18691386
zil-app                 | 2026-05-06T18:32:55.707Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.RentController.getRents count=574 sumNanos=22299983756 avgNanos=38850145
zil-app                 | 2026-05-06T18:32:55.707Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.client.findAll count=1 sumNanos=1567909620 avgNanos=1567909620
zil-app                 | 2026-05-06T18:32:55.707Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.rent.findAll count=574 sumNanos=22289557992 avgNanos=38831982
zil-app                 | 2026-05-06T18:32:55.707Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countClients count=1 sumNanos=23015483 avgNanos=23015483
zil-app                 | 2026-05-06T18:32:55.707Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.stats.countCars count=1 sumNanos=284016180 avgNanos=284016180
zil-app                 | 2026-05-06T18:32:55.707Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.CarController.getCars count=1 sumNanos=110972032 avgNanos=110972032
zil-app                 | 2026-05-06T18:32:55.707Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=db.car.findAll count=1 sumNanos=110356988 avgNanos=110356988
zil-app                 | 2026-05-06T18:32:55.707Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=1m category=web.StatsController.stats count=1 sumNanos=326605277 avgNanos=326605277
zil-app                 | 2026-05-06T18:33:00.707Z  INFO 1 --- [   scheduling-1] r.observability.ObservabilityService     : LAB9 Observability window=10s category=web.RentController.getRents count=112 sumNanos=4168318486 avgNanos=37217129
